mirId	Cancer	Profile	PubMed Article
hsa-mir-204	malignant melanoma	down	Regulation of cancer aggressive features in melanoma cells by microRNAs.
hsa-mir-204	prostate cancer	up	Mechanisms and functional consequences of PDEF protein expression loss during prostate cancer progression.
hsa-mir-204	renal clear cell carcinoma	down	VHL-regulated MiR-204 suppresses tumor growth through inhibition of LC3B-mediated autophagy in renal clear cell carcinoma.
hsa-mir-205	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-205	bladder cancer	down	Expression of microRNAs in the Urine of Patients With Bladder Cancer.
hsa-mir-205	breast cancer	down	Analysis of miR-205 and miR-155 expression in the blood of breast cancer patients.
hsa-mir-205	breast cancer	down	Suppression of cell growth and invasion by miR-205 in breast cancer.
hsa-mir-205	cervical cancer	up	miR-205 Expression Promotes Cell Proliferation and Migration of Human Cervical Cancer Cells.
hsa-mir-205	cervical squamous cell carcinoma	up	miRNAs expression profiling to distinguish lung squamous-cell carcinoma from adenocarcinoma subtypes.
hsa-mir-205	glioma	down	MicroRNA-205 functions as a tumor suppressor in human glioblastoma cells by targeting VEGF-A.
hsa-mir-205	glioma	down	Identification of microRNA-205 as a potential prognostic indicator for human glioma.
hsa-mir-205	head and neck squamous cell carcinoma	down	Low-level expression of microRNAs let-7d and miR-205 are prognostic markers of head and neck squamous cell carcinoma.
hsa-mir-205	kidney cancer	down	MicroRNA-205 inhibits Src-mediated oncogenic pathways in renal cancer.
hsa-mir-205	lung cancer	up	Evaluation of dynamic change of serum miR-21 and miR-24 in pre- and post-operative lung carcinoma patients.
hsa-mir-205	malignant melanoma	down	miRNA-205 suppresses melanoma cell proliferation and induces senescence via regulation of E2F1 protein.
hsa-mir-205	malignant melanoma	down	Differential expression of microRNAs during melanoma progression: miR-200c, miR-205 and miR-211 are downregulated in melanoma and act as tumour suppressors.
hsa-mir-205	malignant melanoma	down	Chemically Modified Synthetic microRNA-205 Inhibits the Growth of Melanoma Cells In Vitro and In Vivo.
hsa-mir-205	prostate cancer	down	MicroRNA-205, a novel regulator of the anti-apoptotic protein Bcl2, is downregulated in prostate cancer.
hsa-mir-205	prostate cancer	down	Epigenetic-induced repression of microRNA-205 is associated with MED1 activation and a poorer prognosis in localized prostate cancer.
hsa-mir-205	squamous carcinoma	down	MicroRNA expression profiles of esophageal cancer.
hsa-mir-206	breast cancer	down	miR-206 is down-regulated in breast cancer and inhibits cell proliferation through the up-regulation of cyclinD2.
hsa-mir-206	gastric cancer	down	MiR-206 inhibits gastric cancer proliferation in part by repressing CyclinD2.
hsa-mir-206	gastric cancer	down	Downregulation of microRNA-206 is a potent prognostic marker for patients with gastric cancer.
hsa-mir-206	laryngeal squamous cell carcinoma	down	Down-regulation of MiR-206 promotes proliferation and invasion of laryngeal cancer by regulating VEGF expression.
hsa-mir-20a	acute myeloid leukemia	down	HIF-1? downregulates miR-17/20a directly targeting p21 and STAT3: a role in myeloid leukemic cell differentiation.
hsa-mir-20a	breast cancer	up	Diagnostic potential of PTEN-targeting miR-214 in the blood of breast cancer patients.
hsa-mir-20a	cervical cancer	up	miR-20a promotes migration and invasion by regulating TNKS2 in human cervical cancer cells.
hsa-mir-20a	colorectal cancer	up	MicroRNA signatures: novel biomarker for colorectal cancer?
hsa-mir-20a	glioma	up	[Expression of hsa-miR-20a in human glioma tissues and its effect on the proliferation of human glioma cells in vitro].
hsa-mir-20a	hepatocellular carcinoma	down	Decrease expression of microRNA-20a promotes cancer cell proliferation and predicts poor survival of hepatocellular carcinoma.
hsa-mir-20a	malignant melanoma	up	Altered expression of selected microRNAs in melanoma: antiproliferative and proapoptotic activity of miRNA-155.
hsa-mir-20a	medulloblastoma	up	The miR-17/92 polycistron is up-regulated in sonic hedgehog-driven medulloblastomas and induced by N-myc in sonic hedgehog-treated cerebellar neural precursors.
hsa-mir-20a	nasopharyngeal cancer	up	Circulating miR-17, miR-20a, miR-29c, and miR-223 Combined as Non-Invasive Biomarkers in Nasopharyngeal Carcinoma.
hsa-mir-20a	ovarian cancer	up	miR-20a promotes proliferation and invasion by targeting APP in human ovarian cancer cells.
hsa-mir-21	adrenal cortical carcinoma	up	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-21	breast cancer	up	Next-generation sequencing of microRNAs for breast cancer detection.
hsa-mir-21	breast cancer	up	Diagnostic potential of PTEN-targeting miR-214 in the blood of breast cancer patients.
hsa-mir-21	breast cancer	up	Differential expression of miR-21, miR-125b and miR-191 in breast cancer tissue.
hsa-mir-21	breast cancer	up	Circulating microRNA-92a and microRNA-21 as novel minimally invasive biomarkers for primary breast cancer.
hsa-mir-21	breast cancer	up	BMP-6 inhibits microRNA-21 expression in breast cancer through repressing deltaEF1 and AP-1.
hsa-mir-21	breast cancer	up	Up-regulation of miR-21 by HER2/neu signaling promotes cell invasion.
hsa-mir-21	breast cancer	up	MicroRNA-21 regulates breast cancer invasion partly by targeting tissue inhibitor of metalloproteinase 3 expression.
hsa-mir-21	cervical carcinoma	up	MicroRNA-21 promotes cell proliferation and down-regulates the expression of programmed cell death 4 (PDCD4) in HeLa cervical carcinoma cells.
hsa-mir-21	cholangiocarcinoma	up	MicroRNA-21 is overexpressed in human cholangiocarcinoma and regulates programmed cell death 4 and tissue inhibitor of metalloproteinase 3.
hsa-mir-21	cholangiocarcinoma	up	PTEN and PDCD4 are bona fide targets of microRNA-21 in human cholangiocarcinoma.
hsa-mir-21	colorectal cancer	up	Clinical correlations of miR-21 expression in colorectal cancer patients and effects of its inhibition on DLD1 colon cancer cells.
hsa-mir-21	colorectal cancer	up	Expression of miR-21, miR-31, miR-96 and miR-135b is correlated with the clinical parameters of colorectal cancer.
hsa-mir-21	colorectal cancer	up	MiR-21 regulates biological behavior through the PTEN/PI-3 K/Akt signaling pathway in human colorectal cancer cells.
hsa-mir-21	colorectal cancer	up	MicroRNA expression profiling of exfoliated colonocytes isolated from feces for colorectal cancer screening.
hsa-mir-21	colorectal cancer	up	Detection of miR-92a and miR-21 in stool samples as potential screening biomarkers for colorectal cancer and polyps.
hsa-mir-21	colorectal cancer	up	Increased expression of microRNA-21and its association with chemotherapeutic response in human colorectal cancer.
hsa-mir-21	colorectal carcinoma	up	Altered levels of the onco-microRNA 21 and the tumor-supressor microRNAs 143 and 145 in advanced rectal cancer indicate successful neoadjuvant chemoradiotherapy.
hsa-mir-21	diffuse large B-cell lymphoma	up	Inhibition of miR-21 Induces Biological and Behavioral Alterations in Diffuse Large B-Cell Lymphoma.
hsa-mir-21	endometrial cancer	up	Highly increased maspin expression corresponds with up-regulation of miR-21 in endometrial cancer: a preliminary report.
hsa-mir-21	esophageal squamous cell carcinoma	up	miR-21 Down-Regulation Suppresses Cell Growth, Invasion and Induces Cell Apoptosis by Targeting FASL, TIMP3, and RECK Genes in Esophageal Carcinoma.
hsa-mir-21	esophageal squamous cell carcinoma	up	MicroRNA-21 promotes the proliferation and inhibits apoptosis in Eca109 via activating ERK1/2/MAPK pathway.
hsa-mir-21	esophageal squamous cell carcinoma	up	Expression of microRNAs in squamous cell carcinoma of human head and neck and the esophagus: miR-205 and miR-21 are specific markers for HNSCC and ESCC.
hsa-mir-21	esophageal squamous cell carcinoma	up	Circulating microRNAs in plasma of patients with oesophageal squamous cell carcinoma.
hsa-mir-21	esophageal squamous cell carcinoma	down	Serum microRNA-21 is a novel biomarker in patients with esophageal squamous cell carcinoma.
hsa-mir-21	esophageal squamous cell carcinoma	up	Clinical impact of serum exosomal microRNA-21 as a clinical biomarker in human esophageal squamous cell carcinoma.
hsa-mir-21	gastric cancer	up	microRNA-21 promotes tumor proliferation and invasion in gastric cancer by targeting PTEN.
hsa-mir-21	gastric cancer	up	MicroRNA-21 inhibits Serpini1, a gene with novel tumour suppressive effects in gastric cancer.
hsa-mir-21	gastric cancer	up	miR-21 Is a Promising Novel Biomarker for Lymph Node Metastasis in Patients with Gastric Cancer.
hsa-mir-21	gastric cancer	up	Plasma microRNAs, miR-223, miR-21 and miR-218, as novel potential biomarkers for gastric cancer detection.
hsa-mir-21	gastric cancer	up	miR-21 plays a pivotal role in gastric cancer pathogenesis and progression.
hsa-mir-21	gastric cancer	up	Prognostic impact of circulating miR-21 in the plasma of patients with gastric carcinoma.
hsa-mir-21	gastric cancer	up	Circulating microRNAs in plasma of patients with gastric cancers.
hsa-mir-21	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-21	glioblastoma	up	PDGF-B-mediated downregulation of miR-21: new insights into PDGF signaling in glioblastoma.
hsa-mir-21	glioblastoma	up	MicroRNA-21 targets LRRFIP1 and contributes to VM-26 resistance in glioblastoma multiforme.
hsa-mir-21	glioblastoma	up	Downregulation of miR-21 inhibits EGFR pathway and suppresses the growth of human glioblastoma cells independent of PTEN status.
hsa-mir-21	glioblastoma	up	Co-delivery of as-miR-21 and 5-FU by poly(amidoamine) dendrimer attenuates human glioma cell growth in vitro.
hsa-mir-21	glioblastoma	up	Downregulation of Pdcd4 by mir-21 facilitates glioblastoma proliferation in vivo.
hsa-mir-21	glioblastoma	down	MicroRNA-21 inhibitor sensitizes human glioblastoma U251 stem cells to chemotherapeutic drug temozolomide.
hsa-mir-21	glioblastoma	up	MicroRNA 21 promotes glioma invasion by targeting matrix metalloproteinase regulators.
hsa-mir-21	glioblastoma	up	Heterogeneous Nuclear Ribonucleoprotein C1/C2 Controls the Metastatic Potential of Glioblastoma by Regulating PDCD4.
hsa-mir-21	glioblastoma	up	MicroRNA-21 targets a network of key tumor-suppressive pathways in glioblastoma cells.
hsa-mir-21	head and neck cancer	up	MicroRNA alterations in head and neck squamous cell carcinoma.
hsa-mir-21	head and neck cancer	up	[Expression of mir-21 and mir-375 in laryngeal squamous cell carcinoma].
hsa-mir-21	head and neck squamous cell carcinoma	up	Low-level expression of microRNAs let-7d and miR-205 are prognostic markers of head and neck squamous cell carcinoma.
hsa-mir-21	head and neck squamous cell carcinoma	up	Expression of microRNAs in squamous cell carcinoma of human head and neck and the esophagus: miR-205 and miR-21 are specific markers for HNSCC and ESCC.
hsa-mir-21	hepatocellular carcinoma	up	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-21	hepatocellular carcinoma	up	miR-21 promotes migration and invasion by the miR-21-PDCD4-AP-1 feedback loop in human hepatocellular carcinoma.
hsa-mir-21	hepatocellular carcinoma	up	MicroRNA-21 suppresses PTEN and hSulf-1 expression and promotes hepatocellular carcinoma progression through AKT/ERK pathways.
hsa-mir-21	hepatocellular carcinoma	up	Circulating microRNAs, miR-21, miR-122, and miR-223, in patients with hepatocellular carcinoma or chronic hepatitis.
hsa-mir-21	hypopharyngeal squamous cell carcinoma	up	Altered Expression of miR-21 and PTEN in Human Laryngeal and Hypopharyngeal Squamous Cell Carcinomas.
hsa-mir-21	kidney cancer	up	miR-21 downregulated TCF21 to inhibit KISS1 in renal cancer.
hsa-mir-21	laryngeal carcinoma	up	Regulation of the cell cycle gene, BTG2, by miR-21 in human laryngeal carcinoma.
hsa-mir-21	laryngeal squamous cell carcinoma	up	Downregulation of miR-21 modulates Ras expression to promote apoptosis and suppress invasion of Laryngeal squamous cell carcinoma.
hsa-mir-21	laryngeal squamous cell carcinoma	up	Altered Expression of miR-21 and PTEN in Human Laryngeal and Hypopharyngeal Squamous Cell Carcinomas.
hsa-mir-21	liver cancer	up	microRNA 21-mediated suppression of Sprouty1 by Pokemon affects liver cancer cell growth and proliferation.
hsa-mir-21	lung cancer	up	Evaluation of dynamic change of serum miR-21 and miR-24 in pre- and post-operative lung carcinoma patients.
hsa-mir-21	lung cancer	up	Differential MicroRNAs Expression in Serum of Patients with Lung Cancer, Pulmonary Tuberculosis, and Pneumonia.
hsa-mir-21	malignant melanoma	up	microRNA-21 is upregulated in malignant melanoma and influences apoptosis of melanocytic cells.
hsa-mir-21	non-small cell lung cancer	up	Prognostic significance of serum miRNA-21 expression in human non-small cell lung cancer.
hsa-mir-21	non-small cell lung cancer	up	[Overexpression of miR-21 promotes proliferation and reduces apoptosis in non-small cell lung cancer].
hsa-mir-21	non-small cell lung cancer	up	Use of Luminex xMAP bead-based suspension array for detecting microRNA in NSCLC tissues and its clinical application.
hsa-mir-21	non-small cell lung cancer	up	Clinical evaluation of microRNA expression profiling in non small cell lung cancer.
hsa-mir-21	non-small cell lung cancer	up	High expression of serum miR-21 and tumor miR-200c associated with poor prognosis in patients with lung cancer.
hsa-mir-21	non-small cell lung cancer	up	Identification of plasma microRNA-21 as a biomarker for early detection and chemosensitivity of non-small cell lung cancer.
hsa-mir-21	osteosarcoma	up	MicroRNA-21 is involved in osteosarcoma cell invasion and migration.
hsa-mir-21	osteosarcoma	up	A three-plasma miRNA signature serves as novel biomarkers for osteosarcoma.
hsa-mir-21	osteosarcoma	up	Identification of Serum MicroRNA-21 as a Biomarker for Chemosensitivity and Prognosis in Human Osteosarcoma.
hsa-mir-21	pancreatic cancer	up	MicroRNA-21 is overexpressed in pancreatic cancer and a potential predictor of survival.
hsa-mir-21	pancreatic cancer	up	MicroRNA-21 modulates biological functions of pancreatic cancer cells including their proliferation, invasion, and chemoresistance.
hsa-mir-21	pancreatic ductal adenocarcinoma	up	Knockdown of microRNA-21 inhibits proliferation and increases cell death by targeting programmed cell death 4 (PDCD4) in pancreatic ductal adenocarcinoma.
hsa-mir-21	pancreatic ductal adenocarcinoma	up	Association of microRNA-21 expression with its targets, PDCD4 and TIMP3, in pancreatic ductal adenocarcinoma.
hsa-mir-21	pancreatic ductal adenocarcinoma	up	MicroRNA-21 in pancreatic cancer: correlation with clinical outcome and pharmacologic aspects underlying its role in the modulation of gemcitabine activity.
hsa-mir-21	renal cell carcinoma	up	The clinical utility of miR-21 as a diagnostic and prognostic marker for renal cell carcinoma.
hsa-mir-21	renal cell carcinoma	up	miR-21 downregulated TCF21 to inhibit KISS1 in renal cancer.
hsa-mir-21	renal cell carcinoma	up	MicroRNA-21 is overexpressed in renal cell carcinoma.
hsa-mir-21	squamous carcinoma	up	Unique MicroRNA Expression Profiles in Cervical Cancer.
hsa-mir-210	adrenal cortical carcinoma	up	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-210	bladder cancer	up	Synthetic miRNA-mowers targeting miR-183-96-182 cluster or miR-210 inhibit growth and migration and induce apoptosis in bladder cancer cells.
hsa-mir-210	esophageal squamous cell carcinoma	down	MicroRNA-210 regulates cancer cell proliferation through targeting fibroblast growth factor receptor-like 1 (FGFRL1).
hsa-mir-210	esophageal squamous cell carcinoma	down	The Role of MicroRNA-210 in Esophageal Squamous Cell Carcinoma.
hsa-mir-210	gastric cancer	down	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-210	hepatocellular carcinoma	up	Hypoxia-inducible microRNA-210 augments the metastatic potential of tumor cells by targeting vacuole membrane protein 1 in hepatocellular carcinoma.
hsa-mir-210	kidney cancer	up	miR-210 is a target of hypoxia-inducible factors 1 and 2 in renal cancer, regulates ISCU and correlates with good prognosis.
hsa-mir-210	lung cancer	up	MiR-210 promotes a hypoxic phenotype and increases radioresistance in human lung cancer cell lines.
hsa-mir-210	malignant melanoma	up	MicroRNA-15b represents an independent prognostic parameter and is correlated with tumor cell proliferation and apoptosis in malignant melanoma.
hsa-mir-210	osteosarcoma	up	Prognostic evaluation of microRNA-210 expression in pediatric osteosarcoma.
hsa-mir-210	renal cell carcinoma	up	MiR-210 expression in tumor tissue and in vitro effects of its silencing in renal cell carcinoma.
hsa-mir-210	renal clear cell carcinoma	up	Overexpression of miR-210, a downstream target of HIF1?, causes centrosome amplification in renal carcinoma cells.
hsa-mir-210	renal clear cell carcinoma	up	miRNA profiling for clear cell renal cell carcinoma: biomarker discovery and identification of potential controls and consequences of miRNA dysregulation.
hsa-mir-211	colorectal cancer	up	MicroRNA-211 expression promotes colorectal cancer cell growth in vitro and in vivo by targeting tumor suppressor CHD5.
hsa-mir-211	malignant melanoma	down	The regulation of miRNA-211 expression and its role in melanoma cell invasiveness.
hsa-mir-211	malignant melanoma	down	Intronic miR-211 assumes the tumor suppressive function of its host gene in melanoma.
hsa-mir-211	malignant melanoma	down	Melanoma cell invasiveness is regulated by miR-211 suppression of the BRN2 transcription factor.
hsa-mir-211	malignant melanoma	down	Differential expression of microRNAs during melanoma progression: miR-200c, miR-205 and miR-211 are downregulated in melanoma and act as tumour suppressors.
hsa-mir-212	colorectal cancer	down	Genetic and Epigenetic Down-regulation of MicroRNA-212 Promotes Colorectal Tumor Metastasis via Dysregulation of MnSOD.
hsa-mir-212	gastric cancer	down	Down-regulation of miR-212 expression by DNA hypermethylation in human gastric cancer cells.
hsa-mir-212	gastric cancer	down	miR-212 is downregulated and suppresses methyl-CpG-binding protein MeCP2 in human gastric cancer.
hsa-mir-212	non-small cell lung cancer	down	miR-212 increases tumor necrosis factor-related apoptosis-inducing ligand sensitivity in non-small cell lung cancer by targeting the antiapoptotic protein PED.
hsa-mir-212	non-small cell lung cancer	up	MiR-212 displays Tumor Promoting properties in NSCLC Cells and targets the Hedgehog Pathway Receptor PTCH1.
hsa-mir-212	pancreatic cancer	up	miR-132 and miR-212 are increased in pancreatic cancer and target the retinoblastoma tumor suppressor.
hsa-mir-214	cervical cancer	down	MicroRNA-214 suppresses growth and invasiveness of cervical cancer cells by targeting UDP-N-acetyl-?-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7.
hsa-mir-214	cervical cancer	down	MiR-214 reduces cell survival and enhances cisplatin-induced cytotoxicity via down-regulation of Bcl2l2 in cervical cancer cells.
hsa-mir-214	cervical squamous cell carcinoma	down	Down-regulation of miR-124/-214 in cutaneous squamous cell carcinoma mediates abnormal cell proliferation via the induction of ERK.
hsa-mir-214	esophageal squamous cell carcinoma	down	MicroRNA-98 and microRNA-214 post-transcriptionally regulate enhancer of zeste homolog 2 and inhibit migration and invasion in human esophageal squamous cell carcinoma.
hsa-mir-214	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-214	gastric cancer	up	Down-regulated miRNA-214 induces a cell cycle G1 arrest in gastric cancer cells by up-regulating the PTEN protein.
hsa-mir-214	hepatocellular carcinoma	up	MicroRNA-214 regulates the acquired resistance to gefitinib via the PTEN/AKT pathway in EGFR-mutant cell lines.
hsa-mir-214	hepatocellular carcinoma	down	MiR-214 inhibits cell growth in hepatocellular carcinoma through suppression of ?-catenin.
hsa-mir-214	multiple myeloma	down	Restoration of miR-214 expression reduces growth of myeloma cells through a positive regulation of P53 and inhibition of DNA replication.
hsa-mir-214	nasopharyngeal carcinoma	up	miR-214 promotes tumorigenesis by targeting lactotransferrin in nasopharyngeal carcinoma.
hsa-mir-214	pancreatic cancer	down	Dysregulation of miR-15a and miR-214 in human pancreatic cancer.
hsa-mir-214	pancreatic cancer	up	Dysregulation of miR-15a and miR-214 in human pancreatic cancer.
hsa-mir-214	primary cns lymphomas	down	Differential micro-RNA expression in primary CNS and nodal diffuse large B-cell lymphomas.
hsa-mir-215	colon cancer	down	Prognostic significance of miR-215 in colon cancer.
hsa-mir-215	colorectal cancer	down	Identification and functional screening of microRNAs highly deregulated in colorectal cancer.
hsa-mir-215	colorectal cancer	down	microRNA-192, -194 and -215 are frequently downregulated in colorectal cancer.
hsa-mir-215	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-215	gastric cancer	up	MicroRNA-192 and -215 are upregulated in human gastric cancer in vivo and suppress ALCAM expression in vitro.
hsa-mir-215	hepatocellular carcinoma	up	Serum microRNA characterization identifies miR-885-5p as a potential marker for detecting liver pathologies.
hsa-mir-216a	hepatocellular carcinoma	up	Androgen pathway stimulates microRNA-216a transcription to suppress the tumor suppressor in lung cancer-1 gene in early hepatocarcinogenesis.
hsa-mir-216a	hepatocellular carcinoma	up	MiR-216a/217-induced epithelial-mesenchymal transition targets PTEN and SMAD7 to promote drug resistance and recurrence of liver cancer.
hsa-mir-216a	pancreatic cancer	down	[Expression of miR-216a in pancreatic cancer and its clinical significance].
hsa-mir-216b	nasopharyngeal carcinoma	down	miR-216b suppresses tumor growth and invasion by targeting KRAS in nasopharyngeal carcinoma.
hsa-mir-217	hepatocellular carcinoma	up	MiR-216a/217-induced epithelial-mesenchymal transition targets PTEN and SMAD7 to promote drug resistance and recurrence of liver cancer.
hsa-mir-217	pancreatic ductal adenocarcinoma	down	The miR-217 microRNA functions as a potential tumor suppressor in pancreatic ductal adenocarcinoma by targeting KRAS.
hsa-mir-218	cervical cancer	down	Circulating microRNA-218 was reduced in cervical cancer and correlated with tumor invasion.
hsa-mir-218	cervical squamous cell carcinoma	down	Tumor suppressive microRNA-218 inhibits cancer cell migration and invasion by targeting focal adhesion pathways in cervical squamous cell carcinoma.
hsa-mir-218	colorectal cancer	down	MicroRNA-218 Inhibits Cell Cycle Progression and Promotes Apoptosis in Colon Cancer by Downregulating BMI1 Polycomb Ring Finger Oncogene.
hsa-mir-218	gastric cancer	down	Plasma microRNAs, miR-223, miR-21 and miR-218, as novel potential biomarkers for gastric cancer detection.
hsa-mir-218	gastric cancer	down	Reduced microRNA-218 expression is associated with high nuclear factor kappa B activation in gastric cancer.
hsa-mir-218	gastric cancer	down	[Reduced expression of miR-218 and its significance in gastric cancer].
hsa-mir-218	head and neck squamous cell carcinoma	down	Tumor suppressive microRNA-218 inhibits cancer cell migration and invasion through targeting laminin-332 in head and neck squamous cell carcinoma.
hsa-mir-218	lung cancer	down	MicroRNA-218 is deleted and downregulated in lung squamous cell carcinoma.
hsa-mir-218	lung squamous cell carcinoma	down	MicroRNA-218 is deleted and downregulated in lung squamous cell carcinoma.
hsa-mir-218	nasopharyngeal cancer	down	MiR-218 suppresses nasopharyngeal cancer progression through downregulation of survivin and the SLIT2-ROBO1 pathway.
hsa-mir-218	oral cancer	down	The tumor suppressive microRNA miR-218 targets the mTOR component Rictor and inhibits AKT phosphorylation in oral cancer.
hsa-mir-218	pancreatic ductal adenocarcinoma	down	Enhancer of Zeste Homolog 2 Silences miR-218 in Human Pancreatic Ductal Adenocarcinoma Cells by Inducing Formation of Heterochromatin.
hsa-mir-218	renal cell carcinoma	down	MicroRNA-218 Inhibits Cell Migration and Invasion in Renal Cell Carcinoma Through Targeting Caveolin-2 Involved in Focal Adhesion Pathway.
hsa-mir-218	renal clear cell carcinoma	down	miRNA profiling for clear cell renal cell carcinoma: biomarker discovery and identification of potential controls and consequences of miRNA dysregulation.
hsa-mir-219-5p	glioblastoma	down	miR-219-5p Inhibits Receptor Tyrosine Kinase Pathway by Targeting EGFR in Glioblastoma.
hsa-mir-219-5p	glioma	down	miR-219-5p Inhibits Receptor Tyrosine Kinase Pathway by Targeting EGFR in Glioblastoma.
hsa-mir-219-5p	hepatocellular carcinoma	down	MiR-219-5p inhibits hepatocellular carcinoma cell proliferation by targeting glypican-3.
hsa-mir-22	colon cancer	down	MicroRNA-22 regulates hypoxia signaling in colon cancer cells.
hsa-mir-22	colon cancer	down	MicroRNA-22 is induced by vitamin D and contributes to its antiproliferative, antimigratory and gene regulatory effects in colon cancer cells.
hsa-mir-22	colon cancer	down	miRNA-22 suppresses colon cancer cell migration and invasion by inhibiting the expression of T-cell lymphoma invasion and metastasis 1 and matrix metalloproteinases 2 and 9.
hsa-mir-22	colorectal cancer	down	Clinical significance of miR-22 expression in patients with colorectal cancer.
hsa-mir-22	esophageal squamous cell carcinoma	down	Increased miRNA-22 expression sensitizes esophageal squamous cell carcinoma to irradiation.
hsa-mir-22	gastric cancer	down	miR-22 is down-regulated in gastric cancer, and its overexpression inhibits cell migration and invasion via targeting transcription factor Sp1.
hsa-mir-22	hepatocellular carcinoma	down	MicroRNA-22 expression in hepatocellular carcinoma and its correlation with ezrin protein.
hsa-mir-22	hepatocellular carcinoma	down	microRNA-22, downregulated in hepatocellular carcinoma and correlated with prognosis, suppresses cell proliferation and tumourigenicity.
hsa-mir-22	lung cancer	down	Tumor suppressor miR-22 suppresses lung cancer cell progression through post-transcriptional regulation of ErbB3.
hsa-mir-22	t-cell lymphoma	down	miRNA-22 suppresses colon cancer cell migration and invasion by inhibiting the expression of T-cell lymphoma invasion and metastasis 1 and matrix metalloproteinases 2 and 9.
hsa-mir-221	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-221	bladder cancer	up	MicroRNA-221 silencing predisposed human bladder cancer cells to undergo apoptosis induced by TRAIL.
hsa-mir-221	colon carcinoma	up	[MicroRNA-221 promotes colon carcinoma cell proliferation in vitro by inhibiting CDKN1C/p57 expression].
hsa-mir-221	colorectal cancer	up	MicroRNA-221 inhibits CDKN1C/p57 expression in human colorectal carcinoma.
hsa-mir-221	colorectal cancer	up	[MicroRNA-221 controls CDKN1C/P57 expression in human colorectal carcinoma].
hsa-mir-221	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-221	gastric cancer	up	Increased Expression of MicroRNA-221 in gastric cancer and its clinical significance.
hsa-mir-221	gastrointestinal stromal tumor	down	Down-regulation of miR-221 and miR-222 correlates with pronounced Kit expression in gastrointestinal stromal tumors.
hsa-mir-221	glioma	up	MiR-221 and miR-222 target PUMA to induce cell survival in glioblastoma.
hsa-mir-221	hepatocellular carcinoma	up	MiR-221 controls CDKN1C/p57 and CDKN1B/p27 expression in human hepatocellular carcinoma.
hsa-mir-221	hepatocellular carcinoma	up	miR-221&222 regulate TRAIL resistance and enhance tumorigenicity through PTEN and TIMP3 downregulation.
hsa-mir-221	hepatocellular carcinoma	up	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-221	hepatocellular carcinoma	up	MicroRNAs in Hepatobiliary and Pancreatic Cancers.
hsa-mir-221	hepatocellular carcinoma	up	Increased MiR-221 expression in hepatocellular carcinoma tissues and its role in enhancing cell growth and inhibiting apoptosis in vitro.
hsa-mir-221	non-small cell lung cancer	up	miR-221&222 regulate TRAIL resistance and enhance tumorigenicity through PTEN and TIMP3 downregulation.
hsa-mir-221	non-small cell lung cancer	down	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer.
hsa-mir-221	oral squamous cell carcinoma	up	miR-221 and miR-222 expression increased the growth and tumorigenesis of oral carcinoma cells.
hsa-mir-221	osteosarcoma	up	MicroRNA-221 Induces Cell Survival and Cisplatin Resistance through PI3K/Akt Pathway in Human Osteosarcoma.
hsa-mir-221	papillary thyroid carcinoma	up	MicroRNA analysis as a potential diagnostic tool for papillary thyroid carcinoma.
hsa-mir-221	squamous carcinoma	up	Unique MicroRNA Expression Profiles in Cervical Cancer.
hsa-mir-221	thyroid carcinoma	up	MicroRNAs (miR)-221 and miR-222, both overexpressed in human thyroid papillary carcinomas, regulate p27Kip1 protein levels and cell cycle.
hsa-mir-221*	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-222	breast cancer	up	Analysis of serum genome-wide microRNAs for breast cancer detection.
hsa-mir-222	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-222	gastric cancer	up	Increased miR-222 in H. pylori-associated gastric cancer correlated with tumor progression by promoting cancer cell proliferation and targeting RECK.
hsa-mir-222	gastrointestinal stromal tumor	down	Down-regulation of miR-221 and miR-222 correlates with pronounced Kit expression in gastrointestinal stromal tumors.
hsa-mir-222	glioma	up	MiR-221 and miR-222 target PUMA to induce cell survival in glioblastoma.
